Ingredientid,Formula,cid,smiles
36157,,,
36158,C17H24O6        ,10758312,CCOC(=O)C(=C1C(C2C(C3CC3C2(OC1=O)C)(C)CO)O)C
36159,,,
36160,,,
36161,,,
36162,C29H60        ,12409,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC
36163,C32H64O2        ,19255,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O
36164,,,
36165,,,
36166,C15H24        ,5317320,CC(=CCCC(=CCC=C(C)C=C)C)C
36167,,,
36168,C17H36O        ,17218,CCCCCCCCCCCCCCC(C)CO
36169,C18H28O3        ,5282268,CCC=CCC1C(C=CC1=O)CCCCCCCC(=O)O
36209,C10H14O        ,14529,CC1=CC=C(C=C1)C(C)(C)O
36213,,,
36217,C15H24O        ,534398,CC1CCC2C1C3C(C3(C)C)CC4C2(O4)C
36220,,,
36221,,,
36222,C50H80O23        ,101274440,CC1CCC2(C(C3C(O2)CC4(C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)C)C)O)C)OC1
36223,,,
36224,C28H32O15        ,442762,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O)OC)O
36225,C13H14O4        ,45272307,CC1=CC(=CC2=C1C(=O)C=C(O2)CC(C)O)O
36226,,,
36270,C22H25NO6        ,161692,COC1=C(C(=C2CC3C4=C(C5=C(C=C4CCN3CC2=C1)OCO5)OC)CO)OC
36276,C6H12O        ,316780,CC(=CCOC)C
36277,C5H8O or (H3C)2C=CHCHO        ,61020,CC(=CC=O)C
36278,C7H14O2        ,61177,CCCCCCOC=O
36280,,,
36281,,,
36282,,,
36304,,,
36305,,,
36306,,,
36307,,,
36308,,,
36309,,,
36310,,,
36311,,,
36312,,,
36313,,,
36314,,,
36315,,,
36316,,,
36317,,,
36318,,,
36319,,,
36320,,,
36321,,,
36322,,,
36323,,,
36324,,,
36325,C19H20O2        ,155160,COC1=C(C=C(C=C1)C2=C(C=CC(=C2)CC=C)O)CC=C
36326,,,
36327,,,
36328,,,
36329,,,
36330,,,
36331,,,
36332,,,
36333,C12H17NO2        ,40093,CC1C2=CC(=C(C=C2CCN1C)OC)O
36334,,,
36335,,,
36336,C26H32O11        ,486614,COC1=C(C=CC(=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)OC)O
36337,,,
36338,C15H26O        ,227829,CC1CCC(CC2=C1CCC2C)C(C)(C)O
36339,,,
36340,C9H6Cl6O3S        ,3224,C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
36350,,,
36351,,,
36352,,,
36353,,,
36355,C21H27N7O14P2        ,444170,C1=CC(=NC(=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N
36356,C26H28O14        ,13644663,C1C(C(C(C(O1)C2=C(C3=C(C(=C2O)C4C(C(C(C(O4)CO)O)O)O)OC(=CC3=O)C5=CC=C(C=C5)O)O)O)O)O
36357,C30H26O12        ,44257683,C1=CC(=CC=C1C=CC(=O)OC2C(C(C(OC2C3=C(C=C(C4=C3OC(=CC4=O)C5=CC=C(C=C5)O)O)O)CO)O)O)O
36358,,,
36359,,,
36360,C10H8O4        ,5280460,COC1=C(C=C2C(=C1)C=CC(=O)O2)O
36361,,,
36362,,,
36363,,,
36364,C18H32O16        ,439336,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)OC3C(C(C(C(O3)CO)O)O)O)O)O)O)O
36395,C19H11O6-        ,90658087,CC1=CC(=CC2=CC3=C(C(=C12)[O-])C(=O)C4=C(C=C(C=C4C3=O)O)O)O
36399,C20H22O8        ,5281718,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O
36405,C23H26O11        ,5273567,C1=CC(=C(C=C1CCOC2C(C(C(C(O2)COC(=O)C=CC3=CC(=C(C=C3)O)O)O)O)O)O)O
36425,,,
36426,,,
36427,,,
36428,,,
36430,,,
36431,,,
36432,,,
36433,,,
36434,,,
36482,,,
36521,,,
36522,,,
36523,C28H48O2        ,6857447,CC1=CC(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)O
36539,,,
36562,,,
36563,,,
36564,C10H14 or CH3C6H4CH(CH3)2        ,7463,CC1=CC=C(C=C1)C(C)C
36565,C7H10O        ,11804701,C1C=CCC1CC=O
36566,C7H10O        ,548958,C1CC(=O)C2CC1C2
36567,,,
36568,C7H10O        ,314195,C1C2CC1C(C=C2)O
36569,,,
36570,C10H16O        ,93046,CC1(C2CCC3(C1C2)CO3)C
36571,C10H14O        ,61130,CC1(C2CC=C(C1C2)C=O)C
36573,C9H12O2        ,231325,CCCCC(=O)C1=CC=CO1
36574,,,
36577,,,
36578,,,
36579,,,
36580,,,
36582,C15H26O        ,527220,CC(C)C1=CC2C(CCCC2(C)O)(CC1)C
36583,,,
36584,C15H18        ,3515,CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C
36585,,,
36586,,,
36587,,,
36588,,,
36589,,,
36590,C36H57O9-        ,53239764,CC1(CC2C3=CCC4C5(CCC(C(C5CCC4(C3(CCC2(C(C1)O)C)C)C)(C)CO)OC6C(C(C(C(O6)C(=O)[O-])O)O)O)C)C
36591,,,
36592,,,
36593,,,
36594,C54H88O22        ,10724870,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(C(OC3OC4CCC5(C(C4(C)C)CCC6(C5CC=C7C6(CCC8(C7CC(CC8O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)OC9C(C(C(C(O9)CO)O)O)O)O)O)O
36599,,,
36619,,,
36620,C30H48O6        ,12314613,CC1(CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1)C)C(=O)O)C
36621,,,
36622,C50H80O20        ,101103169,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)COC(=O)C)O)O)C)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)O)O)O)O
36623,C42H68O16        ,56964357,CC1(CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)O)O)O)O)O)O)C
36624,C48H76O19        ,101568838,CC1CCC2(CCC3(C(=CCC4C3(C=CC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)O)O)O)O
36625,,,
36626,,,
36627,,,
36628,,,
36629,,,
36630,,,
36631,C42H68O15        ,102212085,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)O)O)O)O)O)O
36632,C48H78O18        ,53317001,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)O)C)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)O)O)O)O
36633,,,
36634,,,
36635,C36H36O18        ,101504860,C1=CC=C(C=C1)C=CC(=O)OCC2C(C(C(C(O2)OC3C(C(C(OC3OC4=C(OC5=CC(=CC(=C5C4=O)O)O)C6=CC(=C(C=C6)O)O)CO)O)O)O)O)O
36636,,,
36637,,,
36638,,,
36639,,,
36640,,,
36641,C3H8O2 or CH3CHOHCH2OH        ,1030,CC(CO)O
36642,,,
36643,,,
36644,C15H20O10        ,10383888,COC1=CC(=CC(=C1OC2C(C(C(C(O2)CO)O)O)O)OC)C(=O)O
36645,,,
36646,C17H24O9        ,9799599,COC1=CC(=CC(=C1OC2C(C(C(C(O2)CO)O)O)O)OC)C=CCO
36647,C4H6O4        ,1110,C(CC(=O)O)C(=O)O
36648,C10H12N4O5        ,6021,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O
36649,,,
36650,,,
36651,,,
36652,,,
36653,C15H14O6        ,73160,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
36654,C30H24O11        ,44566353,C1C(C(OC2=C3C4C(C(OC5=CC(=CC(=C45)O)O)(OC3=CC(=C21)O)C6=CC(=C(C=C6)O)O)O)C7=CC=C(C=C7)O)O
36655,,,
36656,C45H38O18        ,21676343,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C(C(=CC(=C34)O)O)C5C(C(OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)O)C8=CC(=C(C=C8)O)O)O)O)O)C9=CC(=C(C=C9)O)O)O
36657,C30H24O11        ,44566353,C1C(C(OC2=C3C4C(C(OC5=CC(=CC(=C45)O)O)(OC3=CC(=C21)O)C6=CC(=C(C=C6)O)O)O)C7=CC=C(C=C7)O)O
36658,C30H26O13        ,11699925,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C(=C6)O)O)O)O
36659,,,
36660,C17H18O4        ,170570,COC1=CC(=C(C=C1)C2CC3=C(C=C(C=C3)O)OC2)OC
36661,,,
36726,,,
36727,,,
36728,,,
36729,C15H24        ,21724304,CC(=CCCC(=C)C1CCC(=C)CC1)C
36730,,,
36731,,,
36732,C15H24O3        ,14287395,CC(CC(=O)C=C(C)C)C1CC(C(C=C1)(C)O)O
36733,C8H14O        ,31138,CCCC(=O)C=C(C)C
36734,C6H7NO        ,74201,COC1=CC=CC=N1
36735,,,
36736,C8H14O        ,10403,C1CCCC(=O)CCC1
36737,C20H38O7S        ,11339,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
36738,C15H24        ,6432451,CC1=CCC2(CCCC(C23C1C3)(C)C)C
36739,,,
36740,C15H26O        ,13213649,CC(CCC=C(C)C)C1CCC(C=C1)(C)O
36741,,,
36742,C15H20O        ,11736067,CC1=CC=C(C=C1)C(C)CC(=O)C=C(C)C
36743,C15H22O        ,14632996,CC1=CCC(C=C1)C(C)CC(=O)C=C(C)C
36744,C15H22O        ,12299867,CC1=CCC(CC1)C(=CC(=O)C=C(C)C)C
36745,,,
36746,C20H38O7S        ,11339,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
36747,,,
36748,C15H20O        ,11736067,CC1=CC=C(C=C1)C(C)CC(=O)C=C(C)C
36749,C15H22O        ,12299867,CC1=CCC(CC1)C(=CC(=O)C=C(C)C)C
36750,,,
36751,,,
36752,,,
36755,Pd        ,23938,[Pd]
36756,,,
36757,,,
36758,,,
36759,,,
36760,C17H16O5        ,5321142,COC1=CC(=C(C=C1)C2COC3=C(C2=O)C=CC(=C3)O)OC
36761,C15H10O5        ,5284648,C1=CC(=C(C=C1C2=COC3=C(C2=O)C=CC(=C3)O)O)O
36762,C16H12O5        ,442808,COC1=C(C=C2C(=CC(=O)OC2=C1)C3=CC=C(C=C3)O)O
36764,C18H20O4        ,340212,COC1=CC(=C(C=C1C(C=C)C2=CC=CC=C2O)OC)OC
36770,C16H14O5        ,332771,COC1=CC(=O)C(=CC1=O)C2CC3=C(C=C(C=C3)O)OC2
36772,C17H16O5        ,124355982,COC1=C(C2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4)O)OC
36773,C18H18O6        ,5319350,COC1=C(C2=C(C=C1)C3C(CO2)C4=C(O3)C(=C(C=C4)OC)OC)O
36774,C17H16O6        ,5319351,COC1=C(C2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4O)OC)O
36775,C18H18O6        ,101631769,COC1=C(C2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4OC)OC)O
36776,,,
36777,C16H10O5        ,5319565,COC1=CC2=C(C=C1)C3=C(O2)C4=C(C=C(C=C4)O)OC3=O
36779,C16H16O3        ,11777169,COC1=C(C=CC(=C1O)O)CC=CC2=CC=CC=C2
36780,C21H19O11-        ,49852298,C1=CC(=C(C=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O)C4C(C(C(C(O4)CO)O)O)O)[O-])O)O
36781,,,
36782,C9H8O        ,9211,C1C=CC2=CC=CC=C2O1
36783,C9H8O        ,9211,C1C=CC2=CC=CC=C2O1
36784,,,
36785,,,
36786,,,
36787,,,
36788,,,
36789,C15H26O        ,5284507,CC(=CCCC(=CCCC(C)(C=C)O)C)C
36804,,,
36805,,,
36806,C27H44O7        ,5459840,CC12CCC3C(=CC(=O)C4C3(CC(C(C4)O)O)C)C1(CCC2C(C)(C(CCC(C)(C)O)O)O)O
36807,,,
36808,,,
36809,,,
36810,,,
36811,C4H8O2        ,179,CC(C(=O)C)O
36821,,,
36822,,,
36823,,,
36824,,,
36825,,,
36826,C21H20O10        ,5316673,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O
36827,,,
36828,,,
36875,C8H8O4        ,287064,COC(=O)C1=CC(=C(C=C1)O)O
36894,C9H10O2        ,332,COC1=C(C=CC(=C1)C=C)O
37010,C23H23NO6        ,177015,CC(=O)OC1CC2=CC3=C(C=C2C4C1(C5=C(CN4C)C6=C(C=C5)OCO6)C)OCO3
37011,,,
37012,     ,,
37013,,,
37014,,,
37015,C21H20BrNO6        ,6852386,C[N+]1(CCC2=CC3=C(C=C2C1C4C5=C(C6=C(C=C5)OCO6)C(=O)O4)OCO3)C.[Br-]
37016,,,
37017,,,
37018,,,
37019,,,
37071,C13H16O2        ,5367706,CCC=CCCOC(=O)C1=CC=CC=C1
37078,,,
37084,C15H10O3        ,68112,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC=C3O
37085,,,
37086,,,
37092,,,
37093,,,
37094,C4H9NO2S        ,778,C(CS)C(C(=O)O)N
37095,,,
37097,,,
37098,,,
37099,,,
37100,,,
37102,,,
37103,,,
37104,C37H45NO5        ,44567552,CC(C)C1CCC(C2C1C=C(CC2)CC3C4=C(C=CC(=C4OC)OC)C5=C(N3C)C6=CC7=C(C=C6C=C5)OCO7)(C)OC
37105,C37H45NO5        ,44567549,CC(C)C1CCC(C2C1C=C(CC2)CC3C4=C(C=CC(=C4OC)OC)C5=C(N3C)C6=CC7=C(C=C6C=C5)OCO7)(C)OC
37106,C20H20O6        ,101389128,COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC5=C(C=C4)OCO5)O
37107,,,
37108,,,
37109,,,
37110,,,
37144,,,
37145,,,
37146,,,
37147,C31H44O7        ,57395022,CC(CC(=O)C=C(C)C1CC(C2(C1(CC(=O)C3=C2C(CC4C3(CCC(=O)C4(C)C)C)O)C)C)O)C(=O)OC
37148,C30H40O7        ,14193981,CC(CC(=O)C=C(C)C1CC(C2(C1(CC(=O)C3=C2C(=O)CC4C3(CCC(=O)C4(C)C)C)C)C)O)C(=O)O
37149,C15H10O6        ,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
37150,C31H44O7        ,57395022,CC(CC(=O)C=C(C)C1CC(C2(C1(CC(=O)C3=C2C(CC4C3(CCC(=O)C4(C)C)C)O)C)C)O)C(=O)OC
37151,C11H15N5O        ,131594,CC(=O)CC(C)(C)N1C=NC2=C1N=CN=C2N
37152,C27H40O7        ,9847846,CC12CCC(C(C1CC(C3=C2C(=O)CC4(C3(C(CC4C(=C)CCC(=O)O)O)C)C)O)(C)CO)O
37153,,,
37154,,,
37155,,,
37156,,,
37157,,,
37158,,,
37159,C30H42O7        ,102306794,CC(CC(C=C(C)C(=O)O)O)C1CC(=O)C2(C1(CC(=O)C3=C2C(=O)CC4C3(CCC(C4(C)C)O)C)C)C
37160,C31H44O7        ,101945500,CC(CC(=O)CC(C)C(=O)OC)C1CC(=O)C2(C1(CC(=O)C3=C2C(CC4C3(CCC(=O)C4(C)C)C)O)C)C
37161,,,
37162,C31H48O7        ,57398539,CC(CC(=O)CC(C)C(=O)OC)C1CC(C2(C1(CC(=O)C3=C2C(CC4C3(CCC(C4(C)C)O)C)O)C)C)O
37163,,,
37164,,,
37165,,,
37166,,,
37167,C28H44O        ,90875317,CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(=O)C4)C)C
37169,C41H77NO9        ,100912132,CCCCCCCCCCCCCCC(C(=O)NC(COC1C(C(C(C(O1)CO)O)O)O)C(C=CCCC=C(C)CCCCCCCCC)O)O
37213,C10H16        ,5281553,CC(=CCC=C(C)C=C)C
37297,,,
37301,,,
37302,C30H48O        ,12306160,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(=O)C5(C)C)C)C)C2C1)C)C)C
37325,C28H55O2-        ,5461029,CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)[O-]
37343,,,
37361,C21H22NO4+        ,19009,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC
37362,,,
37363,,,
37364,C20H21NO4        ,10958724,CN1CC2C3=CC4=C(C=C3C1CC5=CC(=C(C=C25)OC)OC)OCO4
37365,,,
37366,C19H21NO4        ,15559248,CN1CCC23C=C(C(=O)C=C2C1CC4=CC(=C(C=C34)O)OC)OC
37367,C18H17NO3        ,442328,CN1CCC2=CC3=C(C4=C2C1CC5=C4C=C(C=C5)O)OCO3
37368,C18H17NO3        ,15559920,CN1CCC2=CC3=C(C4=C2C1CC5=C4C=CC(=C5)O)OCO3
37369,C18H17NO3        ,121336,CN1CCC2=CC3=C(C4=C2C1CC45C=CC(=O)C=C5)OCO3
37370,C21H23NO5        ,98570,CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C(=C(C=C4)OC)OC)OCO3
37371,,,
37372,C18H19NO3        ,91741485,CN1CCC2=CC(=C(C3=C2C1CC34C=CC(=O)C=C4)OC)O
37373,C20H17NO6        ,100981656,CN1C2C(C3=CC4=C(C=C3C25CC6=C(C1O5)C7=C(C=C6)OCO7)OCO4)O
37374,,,
37375,,,
37376,,,
37377,,,
37378,C19H21NO4        ,101771016,CN1CCC23C=C(C(=O)CC2C1CC4=CC5=C(C=C34)OCO5)OC
37379,,,
37380,,,
37381,,,
37382,,,
37383,,,
37384,,,
37385,,,
37386,C22H28O9        ,15690604,COC1=CC(=CC(=C1O)OC)C2C(C(C(O2)C3=CC(=C(C(=C3)OC)O)OC)CO)CO
37387,,,
37388,,,
37389,,,
37390,,,
37391,,,
37392,,,
37393,,,
37394,C13H12        ,12564,CC1=CC=CC(=C1)C2=CC=CC=C2
37395,C30H48O4        ,91173526,CC1C(C2C3=CCC4C5(CCC(C(C5CCC4(C3(CCC2(CC1O)C(=O)O)C)C)(C)C)O)C)C
37396,,,
37397,C13H16O8        ,14132342,C1=CC(=CC=C1C(=O)OC2C(C(C(C(O2)CO)O)O)O)O
37398,C15H18O8        ,10604651,C1=CC(=CC=C1C=CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O
37399,,,
37417,C8H8O4        ,12575,COC1=C(C=C(C=C1)C(=O)O)O
37439,C29H50O        ,222284,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
37611,,,
37612,C15H22O2        ,19609332,CCCCCCCC(C1=CC=CC=C1)C(=O)O
37613,C17H34O2        ,8181,CCCCCCCCCCCCCCCC(=O)OC
37614,,,
37615,,,
37616,C15H24        ,5281517,CC(=CCCC(=CCCC(=C)C=C)C)C
37617,C19H38O4        ,14900,CCCCCCCCCCCCCCCC(=O)OCC(CO)O
37618,,,
37619,C8H8O4        ,8468,COC1=C(C=CC(=C1)C(=O)O)O
37620,,,
37623,,,
37624,,,
37625,,,
37626,C20H30O4        ,101289771,CC=C(C)C(=O)OC1C=C(CCC2(C1(C(=O)CC2C(C)C)C)O)C
37627,C15H28O2        ,165258,CC12CCCC(C1CC(CC2)C(C)(C)O)(C)O
37628,,,
37629,,,
37630,,,
37631,,,
37632,,,
37633,,,
37634,,,
37635,,,
37636,C27H24O18        ,250395,C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O
37637,,,
37638,,,
37639,C26H26Cl2P2Pt+2        ,6333607,C1=CC=C(C=C1)[PH+](CC[PH+](C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Pt]Cl
37640,,,
37641,,,
37642,C6H6O6        ,643757,C(C(=CC(=O)O)C(=O)O)C(=O)O
37643,,,
37644,C18H22O9        ,11326520,CCOC(=O)C1(CC(C(C(C1)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O)O
37645,,,
37646,,,
37647,,,
37648,,,
37649,,,
37650,,,
37651,,,
37652,,,
37653,C12H26O or CH3(CH2)10CH2OH        ,8193,CCCCCCCCCCCCO
37654,,,
37655,C10H18O or (CH3)2C=CH(CH2)2C(CH3)(OH)CH=CH2        ,6549,CC(=CCCC(C)(C=C)O)C
37656,C8H18O3 or CH3(CH2)3OCH2CH2OCH2CH2OH        ,8177,CCCCOCCOCCO
37657,,,
37658,,,
37659,,,
37660,C15H30O        ,5364682,CCCCCC=CCCCCCCCCO
37661,,,
37662,C6H12O        ,5284503,CCC=CCCO
37663,,,
37664,,,
37665,,,
37666,C9H20N2        ,5357407,CCCCCCC=NN(C)C
37667,C6H12O        ,31245,CCCC(C)C=O
37668,C6H10O        ,643941,CCC=CCC=O
37669,,,
37670,,,
37671,,,
37672,C19H34O2        ,5284421,CCCCCC=CCC=CCCCCCCCC(=O)OC
37673,C19H36O2        ,5366845,CCCCCCCCCCCC=CCCCCC(=O)OC
37674,C22H30Cl2N10        ,9552079,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl
37675,,,
37676,,,
37677,,,
37678,,,
37679,,,
37680,,,
37681,C6H4(CH3)2 or C8H10        ,7237,CC1=CC=CC=C1C
37682,,,
37683,C6H4Na2O8S2        ,9001,C1=C(C=C(C(=C1S(=O)(=O)[O-])O)O)S(=O)(=O)[O-].[Na+].[Na+]
37722,,,
37723,C81H125N22O39P        ,73995022,CC(C)CC(C(=NC(CCC(=N)O)C(=NC(CC(=O)O)C(=NC(CCCCN)C(=O)O)O)O)O)N=C(C(CCC(=O)O)N=C(C(CC(=O)O)N=C(C(CCC(=O)O)N=C(C(C(C)O)N=C(C(CCC(=N)O)N=C(C(CCC(=N)O)N=C(C(CCC(=N)O)N=C(C(CCC(=O)O)N=C(C(CCC(=O)O)N=C(C(COP(=O)(O)O)N=C(C(CCC(=N)O)N=C(C(CC1=CC=CC=C1)N)O)O)O)O)O)O)O)O)O)O)O)O
37724,C81H125N22O39P        ,73995022,CC(C)CC(C(=NC(CCC(=N)O)C(=NC(CC(=O)O)C(=NC(CCCCN)C(=O)O)O)O)O)N=C(C(CCC(=O)O)N=C(C(CC(=O)O)N=C(C(CCC(=O)O)N=C(C(C(C)O)N=C(C(CCC(=N)O)N=C(C(CCC(=N)O)N=C(C(CCC(=N)O)N=C(C(CCC(=O)O)N=C(C(CCC(=O)O)N=C(C(COP(=O)(O)O)N=C(C(CCC(=N)O)N=C(C(CC1=CC=CC=C1)N)O)O)O)O)O)O)O)O)O)O)O)O
37725,,,
37726,,,
37727,C4H9NO2        ,119,C(CC(=O)O)CN
37728,,,
37729,,,
37730,,,
37851,,,
37852,,,
37854,,,
37855,,,
37856,,,
37857,,,
37858,,,
37859,,,
37860,,,
37862,,,
37863,C31H50O4        ,14109751,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1C)C)C(=O)OC
37864,C12H7Cl3O2        ,5564,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl
37902,C17H18O9        ,11508879,C1=COC2=CC(=C(C=C21)C=CC(=O)O)OC3C(C(C(C(O3)CO)O)O)O
37903,C17H18O9        ,11574162,C1=CC2=C(C=CO2)C(=C1C=CC(=O)O)OC3C(C(C(C(O3)CO)O)O)O
37904,,,
37905,C36H46O4        ,24746669,CC(=CCCC(C)(C=C)C=CC1=CC2=C(C=C1)OC(C(O2)C3=CC(=C(C=C3)O)O)C(C)(CCC=C(C)C)C=C)C
37906,C18H24O        ,49836433,CC(=CCCC(C)(C=C)C=CC1=CC=C(C=C1)O)C
37907,C20H20O4        ,5281255,CC(=CCC1=C(C=CC(=C1O)C(=O)C=CC2=CC=C(C=C2)O)O)C
37908,C20H16O7        ,5316096,CC1(C(C(C2=C(O1)C=C3C(=C2)C4=C(C5=C(O4)C=C(C=C5)O)C(=O)O3)O)O)C
37909,,,
37910,,,
37911,,,
37912,,,
37913,,,
37914,C11H6O3        ,10658,C1=CC2=C(C=CO2)C3=C1C=CC(=O)O3
37915,,,
37916,C13H16O        ,5470819,CC(C)(C=C)C=CC1=CC=C(C=C1)O
37917,,,
37918,C20H20O5        ,10472405,CC(=CCC1=C(C=CC(=C1O)C(=O)C=CC2=CC(=C(C=C2)O)O)O)C
37919,,,
37920,,,
37921,,,
37922,,,
37923,C18H24O3        ,11694926,CC(C)C12CCC(C(O1)C(O2)C3=CC=C(C=C3)O)(C)C=C
37924,C18H24O2        ,11623191,CC1(C2CCC(C1C(O2)C3=CC=C(C=C3)O)(C)C=C)C
37925,C18H24O2        ,11694710,CC1(C2CCC(C1C(O2)C3=CC=C(C=C3)O)(C)C=C)C
37926,,,
37927,,,
37928,,,
37929,,,
37930,,,
37931,,,
37932,,,
37933,,,
37934,C13H17BO6        ,18526944,B1(OCC2C(O1)C(C(C(O2)OC)O)O)C3=CC=CC=C3
37935,C20H18O4        ,5889042,CC1(C=CC2=C(O1)C=CC(=C2O)C(=O)C=CC3=CC=C(C=C3)O)C
37936,C20H18O4        ,5889042,CC1(C=CC2=C(O1)C=CC(=C2O)C(=O)C=CC3=CC=C(C=C3)O)C
37937,C22H24O4        ,42607530,CC(=CCC1=C(C=C(C(=C1)C(=O)C=CC2=CC=C(C=C2)OC)O)OC)C
37939,,,
37940,,,
37941,C34H30N2O6S        ,5281033,CN1CCCN=C1C=CC2=CC=CS2.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O
37942,NaF or F     ,5235,[F-].[Na+]
37943,,,
37944,,,
37945,C9H10O2        ,5280535,C1=CC(=CC=C1C=CCO)O
37946,C9H8O2        ,641301,C1=CC(=CC=C1C=CC=O)O
37947,C9H10O3        ,10394,C1=CC(=CC=C1CCC(=O)O)O
37948,,,
37949,C29H50O        ,222284,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
37950,,,
37951,C21H19O12-        ,90657624,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)[O-]
37952,,,
37953,,,
37954,C5H4O2 or C4H3OCHO        ,7362,C1=COC(=C1)C=O
37955,,,
37956,,,
37957,C28H32O16        ,11664505,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)CO)O)O)O)O)O
