Ingredientid,Formula,cid,smiles
4063,C68H50O44 ,44575175,C1C(C(OC(=O)C2=CC(=C(C(=C2C3=C(C(=C(C=C3C(=O)O1)O)O)O)O)O)O)C(C(C=O)OC(=O)C4=CC(=C(C(=C4OC5=C(C(=C6C(=C5)C(=O)OCC(C(OC(=O)C7=CC(=C(C(=C76)O)O)O)C(C(C=O)OC(=O)C8=CC(=C(C(=C8)O)O)O)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O)O
4064,C48H30O30 ,16131156,C1C(C(OC(=O)C2=CC(=C(C(=C2C3=C(C(=C(C=C3C(=O)O1)O)O)O)O)O)O)C(C(C=O)OC(=O)C4=CC(=C(C(=C4OC5=C(C6=C7C(=C5)C(=O)OC8=C7C(=CC(=C8O)O)C(=O)O6)O)O)O)O)OC(=O)C9=CC(=C(C(=C9)O)O)O)O
4065,C75H56O48 ,102061533,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C(=C6C7=C(C(=C(C=C7C(=O)O1)OC8=C(C(=C(C=C8C(=O)OCC9C(C(C(C(O9)OC(=O)C1=CC(=C(C(=C1)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O)O)O)O)O)O)O)O
4080,C21H26N2O2,11186794,CCC1CC2CC3(C1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC
4097,C21H28O5 ,11865416,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C
4098,C21H25NO4 ,10316181,CC1C2C3=CC(=C(C=C3CCN2CC4=C1C=CC(=C4OC)OC)O)OC
4099,C21H21NO5 ,276145,CC1C2=C(CN(CCC3=CC4=C(C=C3C1=O)OCO4)C)C5=C(C=C2)OCO5
4100,C11H13NO3,610097,COC1=C(C=C2C(=C1)CCNC2=O)OC
4101,C11H13NO3,610097,COC1=C(C=C2C(=C1)CCNC2=O)OC
4103,C22H27NO4 ,326549,CC1C2C3=CC(=C(C=C3CCN2CC4=C1C=CC(=C4OC)OC)OC)OC
4104,C20H23NO4 ,5316093,COC1=C(C=C2C3CC4=C(CN3CCC2=C1)C(=C(C=C4)O)OC)OC
4105,C20H18N2O4 ,5316094,CNCCC1=CC2=C(C=C1C3=NC=C4C(=C3)C=CC5=C4OCO5)OCO2
4106,C20H23NO4 ,111119,CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)OC)O)OC
4107,C20H16O7 ,5316096,CC1(C(C(C2=C(O1)C=C3C(=C2)C4=C(C5=C(O4)C=C(C=C5)O)C(=O)O3)O)O)C
4108,C20H20O4 ,5281255,CC(=CCC1=C(C=CC(=C1O)C(=O)C=CC2=CC=C(C=C2)O)O)C
4109,C20H18O5 ,5494866,CC(=CCC1=C(C=CC(=C1)C2=COC3=CC(=CC(=C3C2=O)O)O)O)C
4110,C16H10O5 ,44257227,C1=CC(=C(C=C1C2=COC3=C(C2=O)C=CC(=C3)O)C=O)O
4114,C22H26N2O3 ,3000320,COC=C(C1CC2C3=C(CCN2CC1C=C)C4=CC=CC=C4N3)C(=O)OC
4115,C21H26N2O3 ,5316100,CC(=O)OC1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O
4116,C21H21NO5,6913599,CC12C(CC3=CC4=C(C=C3C1N(CC5=C2C=CC6=C5OCO6)C)OCO4)O
4118,C22H26N2O4 ,44568160,COC=C(C1CC2C3(CCN2CC1C=C)C4=CC=CC=C4NC3=O)C(=O)OC
4119,C22H28N2O4 ,10475115,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O
4120,C22H28N2O4 ,53326136,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O
4122,C20H23NO4 ,3083926,COC1=C(CC2=CN3C4C=C(C(=CC4CC=C3C=C2C1)O)OC)OC
4123,C19H21NO4 ,347379,CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)O)OC
4124,C20H32,5316105,CC1=CCCC(=CC2C(C2(C)C)CCC(=CCC1)C)C
4125,C16H20N2,160462,CC1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)C
4126,C15H22O2 ,6451579,CC12CCCC(=C)C1CC(CC2)C(=C)C(=O)O
4127,C15H24O ,5316107,CC12CCCC(=C)C1CC(CC2)C(=C)CO
4128,C15H20O2 ,6436243,CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C
4129,C12H15NO4 ,522786,C[N+]1=CC2=C(C3=C(C=C2CC1)OCO3)OC.[OH-]
4134,C9H8O3 ,637540,C1=CC=C(C(=C1)C=CC(=O)O)O
4135,C9H8O3 ,637542,C1=CC(=CC=C1C=CC(=O)O)O
4138,C15H18O8,9840292,C1=CC(=CC=C1C=CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O
4140,C9H6O2 ,323,C1=CC=C2C(=C1)C=CC(=O)O2
4146,C28H28O11 ,102242710,CC1=CC(=C(C2=C1C(=O)C=C(O2)CC(=O)C)C3C(C(C(C(O3)COC(=O)C=CC4=CC=C(C=C4)O)O)O)O)O
4147,C39H54O6 ,102014801,CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(CC(C(C5(C)C)OC(=O)C=CC6=CC=C(C=C6)O)O)C)C)C(=O)O
4148,C39H54O6 ,102014801,CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(CC(C(C5(C)C)OC(=O)C=CC6=CC=C(C=C6)O)O)C)C)C(=O)O
4160,C32H40O17 ,10842393,COC(=O)C1=COC(C2C1CC=C2CO)OC3C(C(C(C(O3)COC4C(C(C(C(O4)COC(=O)C=CC5=CC=C(C=C5)O)O)O)O)O)O)O
4169,C39H54O6 ,102014801,CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(CC(C(C5(C)C)OC(=O)C=CC6=CC=C(C=C6)O)O)C)C)C(=O)O
4170,C39H54O6 ,11758552,CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(CC(C(C5(C)C)OC(=O)C=CC6=CC=C(C=C6)O)O)C)C)C(=O)O
4182,C16H18O8,90478782,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC=C(C=C2)O)O)O
4183,C16H18O8,6441280,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC=C(C=C2)O)O)O
4185,C26H30O13,101396047,COC(=O)C1=COC(C2C1C(C=C2CO)OC(=O)C=CC3=CC=C(C=C3)O)OC4C(C(C(C(O4)CO)O)O)O
4186,C26H30O13,44584783,COC(=O)C1=COC(C2C1C(C=C2CO)OC(=O)C=CC3=CC=C(C=C3)O)OC4C(C(C(C(O4)CO)O)O)O
4187,C38H40O17 ,5316122,CC1=CC2=C(C(=O)C=C(O2)C3=CC=C(C=C3)O)C(=C1C4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)COC(=O)C=CC6=CC(=C(C=C6)O)OC)O)O)O)O
4189,C17H17NO3 ,5372945,C1=CC(=CC=C1CCNC(=O)C=CC2=CC=C(C=C2)O)O
4190,C15H8O5 ,5281707,C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O
4191,C28H45NO6 ,5316123,CC1C2C(CCC1=COC(=O)CCNC)C3(CCC(C(C3CC2=O)(C)C)OC(=O)CC(C)(C)O)C
4204,C19H30O2 ,11208535,CC1CCC2C(CCCC2(C13CCC(=CC=O)O3)C)(C)C
4205,C21H32O4 ,11462191,CC1CC(C2C(CCCC2(C13CCC(=CC=O)O3)C)(C)C)OC(=O)C
4208,C20H22O8,11417897,COC1=CC(=CC2=C1OC(C(O2)C3=CC(=C(C(=C3)OC)O)O)CO)C=CCO
4211,C35H49NO11 ,6918110,CCN1CC2(C(CC(C34C2C(C(C31)C5(CC(C6(CC4C5C6OC(=O)C7=CC=C(C=C7)OC)O)OC)OC(=O)C)OC)OC)O)COC
4217,C14H10O5 ,11242344,COC1=C(OC2=C1C(=O)C(=O)C3=CC=CC=C32)OC
4218,C14H10O6 ,11334815,COC1=C(OC2=C1C(=O)C(=O)C3=C2C(=CC=C3)O)OC
4219,C30H48O4 ,11887403,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1)C)C(=O)O)C
4221,C4H9N3O2 ,7058172,C[N+](=C(N)N)CC(=O)[O-]
4222,C4H10N3O5P,9548602,CN(CC(=O)O)C(=NP(=O)(O)O)N
4223,C8H14Cl2N6O2Zn,44134640,CN1CC(=O)N=C1N.CN1CC(=O)N=C1N.Cl[Zn]Cl
4225,C29H34O15 ,44593361,CC1C(C(C(C(O1)OC2C3C(OCC(O3)C4=CC(=C(C=C4)O)O)OC(C2OC(=O)C=CC5=CC(=C(C=C5)O)O)CO)O)O)O
4226,C11H20O6,5316128,CC(C)(C=C)OC1C(C(C(C(O1)CO)O)O)O
4231,C7H8O or CH3C6H4OH ,2879,CC1=CC=C(C=C1)O
4232,C7H8O or CH3C6H4OH ,335,CC1=CC=CC=C1O
4233,C7H8O or CH3C6H4OH ,2879,CC1=CC=C(C=C1)O
4236,C17H19NO4 ,12096833,COC1CC2C3(C=C1)C(CN2CC4=CC5=C(C=C34)OCO5)O
4243,C18H29NO7,101297661,CC(C)C1C(=O)OC2CCN3C2C(COC(=O)C(C1(C)O)(C)O)C(C3)O
4244,C20H24O4 ,5281232,CC(=CC=CC=C(C)C=CC=C(C)C(=O)O)C=CC=C(C)C(=O)O
4245,C22H28O4 ,5316132,CC(=CC=CC=C(C)C=CC=C(C)C(=O)OC)C=CC=C(C)C(=O)OC
4246,C26H34O9,10368299,CC(=CC=CC=C(C)C=CC=C(C)C(=O)OC1C(C(C(C(O1)CO)O)O)O)C=CC=C(C)C(=O)O
4248,C44H64O24 ,56841542,CC(=CC=CC=C(C)C=CC=C(C)C(=O)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)C=CC=C(C)C(=O)OC3C(C(C(C(O3)COC4C(C(C(C(O4)CO)O)O)O)O)O)O
4252,C9H14O2,10419390,CC1=CC(CC(C1=O)(C)C)O
4253,C10H16O3,9989926,CC1=C(CC(CC1(C)C)O)C(=O)O
4254,C10H16O3,641786,CC1=C(C(C(C(C1)O)O)(C)C)C=O
4255,C10H16O3,11063077,CC1=C(C(CC(C1=O)O)(C)C)CO
4256,C9H14O,10108,CC1=CC(CC(=O)C1)(C)C
4257,C10H14O4,11095589,CC1(CC(=O)OC2(C1COC2=O)C)C
4258,C12H20O2,10921468,CCC(=O)C1=C(CC(CC1(C)C)O)C
4259,C12H20O4,637013,CC1=C(C(CC(C1)O)(C)C)C(CC(=O)O)O
4260,C10H16O3,641786,CC1=C(C(C(C(C1)O)O)(C)C)C=O
4261,C10H16O3,11183031,CC1=C(C(C(C(C1)O)O)(C)C)C=O
4262,C10H16O3,641786,CC1=C(C(C(C(C1)O)O)(C)C)C=O
4263,C10H16O3,10419872,CC1=C(C(CC(=O)C1O)(C)C)CO
4264,C24H42N2 ,5316134,CC(C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)NC)C)C)N(C)C
4270,C4H6O2 or CH3-CH=CH-COOH ,637090,CC=CC(=O)O
4271,C10H13N5O5 ,7073848,C1=NC2=C(NC(=O)N=C2N1C3C(C(C(O3)CO)O)O)N
4275,C11H12O3 ,5316141,COC1=C(C=CC2=C1OCO2)CC=C
4279,C27H43O4+ ,56840953,[H+].CC(CCC(=O)C(C)C1C(=O)CC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)CO
4287,C9H14O,92780,CC(C)C1CCC(=O)C=C1
4289,C20H21NO5 ,371229,COC1=C(C=C2C(=C1)CCNCC3=C(CC2=O)C=CC4=C3OCO4)OC
4291,C19H22O3 ,25181389,CC1COC2C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C
4292,C40H56O ,5281235,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CC(CC2(C)C)O)C)C)C
4295,C45H72O19 ,6324979,CC1=C(OC2C1C3(CCC4C(C3C2)CC(=O)C5C4(CCC(C5)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)CCC(C)COC8C(C(C(C(O8)CO)O)O)O
4297,C45H74O18 ,44575944,CC1=C(OC2C1C3(CCC4C(C3C2)CCC5C4(CCC(C5)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)CCC(C)COC8C(C(C(C(O8)CO)O)O)O
4304,C15H24 ,442359,CC1CCC(C2C13C2C(=CC3)C)C(C)C
4305,C20H20O6 ,14137603,C1C(C(C(O1)O)CC2=CC3=C(C=C2)OCO3)CC4=CC5=C(C=C4)OCO5
4310,C19H28O11,11972324,C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCCC3=CC=C(C=C3)O)O)O)O)O)O)O
4316,C32H46O8 ,25245488,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O
4317,C32H48O8 ,6433457,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CCC(C4(C)C)O)CO)C)C)O)O
4319,C32H43O8- ,25245182,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3C=C(C(=O)C4(C)C)[O-])C)C)C)O)O
4320,C30H46O7 ,54749297,CC1(C(C(CC2C1=CCC3C2(C(=O)CC4(C3(CC(C4C(C)(C(=O)C=CC(C)(C)O)O)O)C)C)C)O)O)C
4328,C5H10N2O2 ,11029875,C1CNCC1(C(=O)O)N
4329,C24H36O12 ,101385801,CCC(C)C(=O)OCC1(COC(C1O)OC2C(C(C(OC2OC3=CC=C(C=C3)CCO)CO)O)O)O
4330,C26H32O13 ,11444250,C1C(C(C(O1)OC2C(C(C(OC2OC3=CC=C(C=C3)CCO)CO)O)O)O)(COC(=O)C4=CC=C(C=C4)O)O
4331,C25H30O12 ,11432415,C1C(C(C(O1)OC2C(C(C(OC2OC3=CC=C(C=C3)CO)CO)O)O)O)(COC(=O)C4=CC=CC=C4)O
4332,C25H30O13 ,11156927,C1C(C(C(O1)OC2C(C(C(OC2OC3=CC=C(C=C3)CO)CO)O)O)O)(COC(=O)C4=CC=C(C=C4)O)O
4333,C24H28O12 ,11283569,C1C(C(C(O1)OC2C(C(C(OC2OC3=CC=C(C=C3)O)CO)O)O)O)(COC(=O)C4=CC=CC=C4)O
4334,C20H20O6 ,509244,CC(=CCC1=C(C=C2C(=C1O)C(=O)CC(O2)C3=C(C=C(C=C3)O)O)O)C
4336,C14H12O4 ,5281717,C1=CC(=C(C=C1O)O)C=CC2=CC(=CC(=C2)O)O
4337,C19H20O5 ,191694,CC(=CCC1=C(C=CC=C1O)C(=O)C2=C(C=C(C=C2O)OC)O)C
4338,C23H24O4 ,11793144,CC(=CCC1=C(C=CC=C1O)C(=O)C2=C(C=C3C(=C2)C=CC(O3)(C)C)O)C
4339,C23H26O4 ,11793280,CC(=CCC1=C(C=C(C(=C1)C(=O)C2=C(C(=CC=C2)O)CC=C(C)C)O)O)C
4340,C23H24O6 ,509242,CC(=CCC1=C(C=C(C=C1C(=O)C2=C(C=C(C3=C2OC(C=C3)(C)C)O)O)O)O)C
4341,C23H26O5 ,509243,CC(=CCC1=C(C=CC=C1O)C(=O)C2=C(C(=C(C=C2O)O)CC=C(C)C)O)C
4343,C23H24O6 ,10644437,CC(=CCOC1=C(C2=C(C=C1)C(=O)C3=C(C(=C(C=C3O2)O)C(C)(C)C=C)O)O)C
4344,C23H22O5 ,10362269,CC(=CCC1=C2C(=C(C3=C1OC4=C(C3=O)C=C(C=C4)O)O)C=CC(O2)(C)C)C
4345,C23H24O7 ,10716607,CC(C)(C=C)C1=C2C(=C(C3=C1OC4=C(C3=O)C=CC(=C4O)O)O)CC(O2)C(C)(C)O
4346,C18H16O6 ,5495918,CC(C)(C=C)C1=C(C=C2C(=C1O)C(=O)C3=C(O2)C(=C(C=C3)O)O)O
4349,C18H17NO4 ,442201,CN1CCC2=C3C1CC4=CC5=C(C=C4OC3=C(C=C2)O)OCO5
4353,C10H12O ,326,CC(C)C1=CC=C(C=C1)C=O
4355,C10H12CuO2+2,54605006,CC(C)C1=CC=C(C=C1)C(=O)O.[Cu+2]
4356,C10H14O,325,CC(C)C1=CC=C(C=C1)CO
4359,C10H10O2,6324998,CCCC=C=C=C1C=CC(=O)O1
4361,C14H18O8,11688229,C1C(OC2C(C(C(OC2O1)CO)O)O)C3=CC(=C(C=C3)O)O
4362,C14H18O8,11688229,C1C(OC2C(C(C(OC2O1)CO)O)O)C3=CC(=C(C=C3)O)O
4363,C19H28O12,11503277,C1C(C(C(O1)OCC2C(C(C(C(O2)OCCC3=CC(=C(C=C3)O)O)O)O)O)O)(CO)O
4364,C19H28O12,11539633,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C(C=C3)O)OC)O)O)O)O)O)O
4365,C24H40O11,11706085,CC1=C(C(CC(C1)OC2C(C(C(C(O2)COC3C(C(CO3)(CO)O)O)O)O)O)(C)C)CCC(=O)C
4366,C15H22 ,11084908,CC1=CC=C(C=C1)C2(CCCC2(C)C)C
4375,C30H18O10 ,5281609,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=C(C5=C4OC(=CC5=O)C6=CC=C(C=C6)O)O)O)O
4376,C40H44N4O+2 ,6391813,CC=C1C[N+]2(CCC34C2CC1C5=CN6C7=CC=CC=C7C89C61C(=CN(C53O1)C1=CC=CC=C41)C1CC8[N+](CC9)(CC1=CC)C)C
4380,C23H28O12 ,101664510,C1=CC(=C(C=C1C(C(CCC(=O)C2=CC(=C(C=C2)O)O)OC3C(C(C(C(O3)CO)O)O)O)O)O)O
4381,C19H26Cl2O11 ,197492,CC1=C(C(=CC(=C1Cl)OC)OC2C(C(C(C(O2)COC3C(C(CO3)(CO)O)O)O)O)O)Cl
4383,C42H70O13 ,6325001,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CCC45CC46C(CCC5C3(C)C)C7(CC(C(C7(CC6O)C)C(C)CCC(=O)C(C)C)O)C)CO)O)O)O)O)O
4384,C22H30O9 ,53399252,CCC1=C(C=CC(=C1)O)OC2C(C(C(C(O2)CO)O)O)O.COC1=CC(=CC=C1)OC
4385,C21H24O11 ,132567,COC1=CC=CC(=C1C(=O)OCC2=C(C=CC(=C2)O)OC3C(C(C(C(O3)CO)O)O)O)O
4386,C22H26O12 ,11503965,COC1=C(C(=C(C=C1)O)OC)C(=O)OCC2=C(C=CC(=C2)O)OC3C(C(C(C(O3)CO)O)O)O
4387,C15H26O2 ,5316212,CC(C)C1=CCC(C2CCC(C2C1)(C)O)(C)O
4389,C15H22 ,442360,CC1=CC=C(C=C1)C(C)CCC=C(C)C
4390,C15H24 ,5316213,CC1=CCC(=CC1)C(C)CCCC(=C)C
4391,C15H22O ,11276006,CC1=CC=C(C=C1)C2(CCCC(O2)(C)C)C
4392,C15H22O2,11128245,CC1CCC2C13CC(=C(C)C)C(O3)(C=C2C)O
4396,C15H22O2,42608155,CC(=C1CC2C(C2(CC1=O)C)CCC(=O)C)C
4397,C22H22O5 ,44629981,CC1=C(C=C(C=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)OC
4398,C15H24O2 ,57336521,CC1CCC2C13CC(C(O3)(CC2=C)O)C(C)C
4399,C15H24O2 ,10466651,CC1CCC=C(CC(=O)C(CC1=O)C(C)C)C
4414,C15H20O,5316217,CC1=COC2=C1CC(C(C2)(C)C=C)C(=C)C
4415,C15H18O2 ,10376566,CC1=COC2=C1C(=O)C(C(C2)(C)C=C)C(=C)C
4430,C59H96O25 ,10975293,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC(=O)C45CCC(C4C6CCC7C8(CCC(C(C8CCC7(C6(CC5)C)C)(C)C)OC9C(C(C(CO9)O)O)OC1C(C(C(C(O1)C)O)O)O)C)C(=C)C)O)O)O)CO)O)O)O
4433,C15H9O6- ,25202542,C1=CC(=C(C=C1C2=C(C=C3C(=CC(=O)C=C3O2)O)O)O)[O-]
4438,C21H20O11,176458,C1=CC(=C(C=C1C2=C(C=C3C(=CC(=O)C=C3O2)O)OC4C(C(C(C(O4)CO)O)O)O)O)O
4440,C27H31O16+,11968393,C1=CC(=C(C=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O)O)O
4449,C26H29O15+ ,6325002,C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C([O+]=C4C=C(C=C(C4=C3)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O
4450,C27H31O16+ ,44256718,C1=CC(=C(C=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O
4454,C29H44O8 ,44201988,CC1C(C(OC1=O)C)CC(C(C)(C2CCC3(C2(CCC4C3=CC(=O)C5C4(CC(C(C5)O)O)C)C)O)O)O
4455,C8H16N2O7 ,9572792,C[N+](=NCOC1C(C(C(C(O1)CO)O)O)O)[O-]
4458,C20H24NO4+ ,3082134,C[N+]12CCC3=CC(=C(C=C3C1CC4=C(C2)C(=C(C=C4)OC)O)O)OC
4459,C38H42N2O6 ,159552,CN1CCC2=CC(=C3C(=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC=C(CO3)C=C7)N(CCC6=CC(=C5OC)OC)C)O)OC
4462,C8H12N2O2 ,5325711,CC1C(=O)N2CCCC2C(=O)N1
4463,C8H14N2O2 ,13783106,CC1C(=O)NC(C(=O)N1)C(C)C
4467,C30H52O ,16061351,CC(C)CCCC(C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)O)C)C
4468,C33H58O2 ,5316234,CCC12CCC3(C(CCC3(C1CCC4C2CCC(C4(C)C)OC(=O)C)C)C(C)CCCC(C)C)C
4470,C30H50O2 ,,
4472,C30H50O ,45109773,CC(CCC=C(C)C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)O)C)C
4475,C30H50O5 ,53486374,CC1(C(CCC23C1C(CC4C2(C3)CCC5(C4(CC(C5C6(CCC(O6)C(C)(C)O)C)O)C)C)O)O)C
4484,C15H20O2 ,101316793,CC1=CCCC2(C1C3C(CC2)C(=C)C(=O)O3)C
4485,C15H20O2 ,442192,CC12CCCC(=C)C1C3C(CC2)C(=C)C(=O)O3
4487,C22H42O2,22715389,C1CCCCCCCCCCC(=O)OCCCCCCCCCC1
4488,C12H22O ,13246,C1CCCCCC(=O)CCCCC1
4490,C30H50O,50986194,CC1C2CCC3C4(CCC(C4(CCC35C2(C5)CCC1O)C)C(C)CCC(=C)C(C)C)C
4491,C47H80O18 ,23304329,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3CC4(C5CCC6C(C(CCC67C5(C7)CCC4(C3C(C)CCC(C(C)(C)O)O)C)OC8C(C(C(CO8)O)O)O)(C)CO)C)O)O)O)O)O)O
4492,C117H150N28O27,101340101,CCC(C)C(C(=NC(C(C)CC)C(=NC(CC1=CNC2=CC=CC=C21)C(=O)O)O)O)N=C(C(CC(=O)O)N=C(C(CC(C)C)N=C(C(CC3=CN=CN3)N=C(C(C)N=C(C(CC4=CC=CC=C4)N=C(C(CC5=CC=C(C=C5)O)N=C(C(C(C)C)N=C(C(CC6=CNC7=CC=CC=C76)N=C(C8CC(=NCC(=NC(C(=NC(C(=NC(C(=NCC(=NC(C(=NC(C(=O)N9CCCC9C(=N8)O)C)O)C(C)O)O)O)CC1=CN=CN1)O)CC1=CNC2=CC=CC=C21)O)CC(=N)O)O)O)O)O)O)O)O)O)O)O)O
4493,C42H63N9O8,11136586,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)N1)CC(C)C)CC3=CNC4=CC=CC=C43)CC(C)C)C)C
4496,C16H32 ,524432,CCCCCCCCC(C)C1CCCCC1
4497,C18H36 ,524423,CCCCCCCCCC(CC)C1CCCCC1
4498,C14H20O2,160168,C1CCC(CC1)C2=CC=C(C=C2)OCCO
4499,C9H16N2O2 ,71359704,CCC(C)C1C(=O)NC(C(=O)N1)C
4500,C11H20N2O2 ,12086127,CCC(C)C1C(=O)NC(C(=O)N1)C(C)C
4501,C28H50N2O ,5316251,CCC12C=CC3(C(C(CC3(C1CCC4C2CCC(C4(C)C)N(C)C)C)O)C(C)NC)C
4502,C31H52O,5460418,CC(CCC(C)C(=C)C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)O)C)C
4504,C9H16N2O2 ,13879946,CC1C(=O)NC(C(=O)N1)CC(C)C
4505,C12H22N2O2 ,92448855,CCC(C)C1C(=O)NC(C(=O)N1)CC(C)C
4506,C9H16N2O3 ,57396597,CC(C)CC1C(=O)NC(C(=O)N1)CO
4507,C10H18N2O3 ,57403608,CC(C)CC1C(=O)NC(C(=O)N1)C(C)O
4508,C15H20N2O3 ,15550385,CC(C)CC1C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O
4509,C11H20N2O2 ,124306166,CC(C)CC1C(=O)NC(C(=O)N1)C(C)C
4516,C25H22O6 ,5481969,CC(=CC1C2=C(C3=C(O1)C=C(C=C3)O)OC4=C5C=CC(OC5=CC(=C4C2=O)O)(C)C)C
4517,C25H24O6 ,11742872,CC(=CCC1=C(C=C(C2=C1OC3=C(C2=O)C(OC4=C3C=CC(=C4)O)C=C(C)C)O)O)C
4520,C20H24O7 ,5316262,COC1=C(C=C2C(C(C(CC2=C1)(CO)O)CO)C3=CC(=C(C=C3)O)OC)O
4521,C27H41NO2 ,4113848,CC1CC2C(C(C3(O2)CCC4C5CC=C6CC(CCC6(C5CC4=C3C)C)O)C)NC1
4522,C15H24O6,44584732,CC1CCC2(C13CC4(C(C2(COC(C3O)O4)C)(C)O)O)O
4523,C15H26O ,11183661,C1CCCCC=CCCCC(=O)CCCC1
4525,C12H14N2O2 ,40579117,CC1C(=O)NC(C(=O)N1)CC2=CC=CC=C2
4526,C18H18N2O3 ,11438306,C1=CC=C(C=C1)CC2C(=O)NC(C(=O)N2)CC3=CC=C(C=C3)O
4527,C14H18N2O2 ,101445018,CC(C)C1C(=O)NC(C(=O)N1)CC2=CC=CC=C2
4533,C10H16N2O2 ,6992261,CC(C)C1C(=O)N2CCCC2C(=O)N1
4534,C12H14N2O4 ,5316267,C1=CC(=CC=C1CC2C(=O)NC(C(=O)N2)CO)O
4535,C22H27NO3 ,10915205,C1CCC2C(C1)C=CC(C2C(=O)N3CCCC3)C4=CC5=C(C=C4)OCO5
4536,C14H26O ,77153,C1CCCCCCC(=O)CCCCCC1
4537,C14H24O ,5316269,C1CCCCC(=O)CCCC=CCCC1
4542,C26H46N2O ,57336524,CC(C1C(CC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)NC)C)C)O)NC
4545,C31H52O ,5320460,CC(C)C1CCC2C1(CCC3(C2(CC=C4C3CCC5C4(CCC(C5(C)C)OC)C)C)C)C
